iter	MultiClass
404	1.908109356
405	1.90806271
406	1.90801069
407	1.907947726
408	1.907885599
409	1.907820539
410	1.907770496
411	1.907724263
412	1.907657497
413	1.907603396
414	1.907542096
415	1.90748683
416	1.907425991
417	1.907379666
418	1.907320408
419	1.907259564
420	1.907205042
421	1.907150656
422	1.907094698
423	1.907050654
424	1.907000737
425	1.906938356
426	1.906875823
427	1.906826675
428	1.906781665
429	1.906725494
430	1.906674958
431	1.906624385
432	1.906567736
433	1.906508036
434	1.906446883
435	1.906388873
436	1.9063346
437	1.906281694
438	1.906230939
439	1.906177869
440	1.906120963
441	1.906068931
442	1.906018473
443	1.905959221
444	1.905896645
445	1.905853787
446	1.905790676
447	1.90574131
448	1.905685762
449	1.905626141
450	1.905569985
451	1.905520607
452	1.905461281
453	1.90540732
454	1.905354647
455	1.905301124
456	1.905239488
457	1.905179954
458	1.905126195
459	1.905075791
460	1.905021535
461	1.904966922
462	1.904905402
463	1.904851054
464	1.904800733
465	1.90474005
466	1.904687555
467	1.904646693
468	1.904597189
469	1.904547546
470	1.904497105
471	1.904451417
472	1.904390297
473	1.904330613
474	1.904275198
475	1.904220601
476	1.904164285
477	1.90410506
478	1.904050757
479	1.904000676
480	1.903949494
481	1.903901311
482	1.903853131
483	1.903798799
484	1.903747437
485	1.903698161
486	1.903643914
487	1.903596945
488	1.903530946
489	1.903487525
490	1.903432773
491	1.903382711
492	1.903320427
493	1.903266037
494	1.903211323
495	1.903161192
496	1.903099035
497	1.903050713
498	1.902987932
499	1.902938862
500	1.902881643
501	1.90282923
502	1.902780761
503	1.902722218
504	1.90266683
505	1.902615025
506	1.902553064
507	1.902504009
508	1.902454686
509	1.902401354
510	1.902339477
511	1.902289828
512	1.902243421
513	1.902191584
514	1.902141483
515	1.902084533
516	1.902023047
517	1.901974788
518	1.901922988
519	1.901865155
520	1.901818705
521	1.901753522
522	1.901700036
523	1.901645591
524	1.901593019
525	1.901522618
526	1.901473306
527	1.901414347
528	1.901367919
529	1.901303328
530	1.901261452
531	1.901201819
532	1.901144943
533	1.901095283
534	1.901036889
535	1.900987129
536	1.900930406
537	1.900877377
538	1.900826743
539	1.900770041
540	1.900716258
541	1.900656737
542	1.900606137
543	1.900557772
544	1.900511276
545	1.900452422
546	1.900396129
547	1.900337866
548	1.90029548
549	1.900241778
550	1.900186793
551	1.900135098
552	1.900076406
553	1.900023921
554	1.899985808
555	1.899921814
556	1.899865955
557	1.899808848
558	1.899756231
559	1.899705587
560	1.899658488
561	1.899600687
562	1.89955551
563	1.899505076
564	1.899449892
565	1.899383072
566	1.899340098
567	1.899284605
568	1.899238511
569	1.899176644
570	1.899122502
571	1.899070942
572	1.899020841
573	1.898975393
574	1.898929025
575	1.898873999
576	1.898825922
577	1.898773622
578	1.898721965
579	1.898671762
580	1.898620017
581	1.898578073
582	1.898520948
583	1.898469049
584	1.898410337
585	1.898361238
586	1.898308584
587	1.898250124
588	1.898195667
589	1.898141154
590	1.898085319
591	1.898034681
592	1.897984424
593	1.897930919
594	1.897880076
595	1.897824856
596	1.897765653
597	1.897707005
598	1.8976626
599	1.897611197
600	1.89755695
601	1.897509722
602	1.89746571
603	1.89741621
604	1.897365261
605	1.89731475
606	1.897269519
607	1.897218816
608	1.897165546
609	1.897110695
610	1.897060311
611	1.896994194
612	1.896949582
613	1.896893268
614	1.896842361
615	1.896794991
616	1.89674117
617	1.896686082
618	1.896631153
619	1.896572519
620	1.896524232
621	1.896475769
622	1.896420279
623	1.896365278
624	1.896307782
625	1.896257651
626	1.896215305
627	1.89617394
628	1.896118853
629	1.896068071
630	1.896018784
631	1.895959738
632	1.895907792
633	1.895858284
634	1.895803818
635	1.895756739
636	1.895710225
637	1.895667007
638	1.895627756
639	1.895572194
640	1.895527446
641	1.895473576
642	1.895424749
643	1.895375941
644	1.895331246
645	1.895297243
646	1.895245611
647	1.895200795
648	1.895152074
649	1.895103475
650	1.89505516
651	1.895004641
652	1.894956186
653	1.894906035
654	1.894851904
655	1.894800604
656	1.894752298
657	1.894706235
658	1.894650667
659	1.894601907
660	1.89455517
661	1.894507383
662	1.894459399
663	1.894411037
664	1.894358645
665	1.894314701
666	1.894253987
667	1.89420199
668	1.894156821
669	1.894103061
670	1.894060724
671	1.894016368
672	1.893956673
673	1.893913273
674	1.893871572
675	1.893833607
676	1.893781979
677	1.893732054
678	1.893682246
679	1.893644202
680	1.893589073
681	1.893539733
682	1.893490677
683	1.893448298
684	1.89340106
685	1.893341409
686	1.893299232
687	1.893257196
688	1.893212322
689	1.893162822
690	1.89311369
691	1.893068086
692	1.893012203
693	1.892964072
694	1.89292207
695	1.89286455
696	1.892809403
697	1.892755977
698	1.892713239
699	1.892661946
700	1.892615589
701	1.892565503
702	1.892510428
703	1.89247346
704	1.892417793
705	1.892371771
706	1.892325575
707	1.892274549
708	1.892229067
709	1.892175505
710	1.892128396
711	1.892081821
712	1.892036626
713	1.891983686
714	1.891925546
715	1.891879049
716	1.891847168
717	1.89179761
718	1.891750202
719	1.89169827
720	1.891656648
721	1.891608923
722	1.891572687
723	1.891510415
724	1.891472794
725	1.891426313
726	1.891382746
727	1.891330162
728	1.891284889
729	1.891229247
730	1.891180393
731	1.891129762
732	1.891079683
733	1.891028454
734	1.890976124
735	1.890923604
736	1.890873135
737	1.890824391
738	1.890770757
739	1.890716199
740	1.890665935
741	1.890621616
742	1.890568841
743	1.890528836
744	1.890489126
745	1.890450597
746	1.890409864
747	1.89035998
748	1.890311749
749	1.890267384
750	1.890221152
751	1.890170113
752	1.890123287
753	1.890074653
754	1.890028711
755	1.889977319
756	1.889928102
757	1.889887304
758	1.889832451
759	1.889785689
760	1.889738982
761	1.889697025
762	1.889660176
763	1.889611608
764	1.889563724
765	1.889518295
766	1.889467471
767	1.889419177
768	1.88937791
769	1.889329434
770	1.889281403
771	1.889245388
772	1.889204123
773	1.88915522
774	1.889104363
775	1.889059897
776	1.889007773
777	1.888959582
778	1.888907811
779	1.888866664
780	1.888814659
781	1.888765269
782	1.888709823
783	1.888660769
784	1.88861352
785	1.888570586
786	1.888520424
787	1.888486397
788	1.888441104
789	1.888393165
790	1.888337638
791	1.888286125
792	1.888236781
793	1.888192692
794	1.888154274
795	1.888102797
796	1.888051528
797	1.888003085
798	1.887948365
799	1.887904568
800	1.887856371
801	1.887808082
802	1.887759201
803	1.887718381
804	1.887677605
805	1.88763774
806	1.887598527
807	1.887557172
808	1.887504417
809	1.887455447
810	1.887401836
811	1.887359861
812	1.887310336
813	1.887264765
814	1.887225587
815	1.887179245
816	1.887131483
817	1.887081353
818	1.887034457
819	1.886987203
820	1.886938167
821	1.886892101
822	1.88684502
823	1.886802122
824	1.88674885
825	1.886704523
826	1.886666258
827	1.886614463
828	1.886564667
829	1.886526273
830	1.886482584
831	1.886438667
832	1.886396637
833	1.886346273
834	1.886307188
835	1.886265823
836	1.886218053
837	1.886165571
838	1.88612783
839	1.886093802
840	1.886042792
841	1.885991449
842	1.885948635
843	1.885915681
844	1.885861287
845	1.885807813
846	1.885758581
847	1.885715305
848	1.885673144
849	1.885624947
850	1.885580866
851	1.885532776
852	1.885483516
853	1.885437328
854	1.88539097
855	1.885349261
856	1.885299455
857	1.885256188
858	1.885205834
859	1.885169576
860	1.885116647
861	1.885070244
862	1.885029968
863	1.884982365
864	1.884928541
865	1.884879031
866	1.884844297
867	1.884798332
868	1.884752715
869	1.884706733
870	1.884667726
871	1.884613291
872	1.88456507
873	1.884522502
874	1.88447621
875	1.884424466
876	1.884378568
877	1.884343417
878	1.884293476
879	1.884263117
880	1.88421764
881	1.884169028
882	1.884119075
883	1.884077461
884	1.884018571
885	1.883969969
886	1.88393644
887	1.883895906
888	1.883853151
889	1.883803584
890	1.88375483
891	1.883707687
892	1.883668199
893	1.883619859
894	1.883568407
895	1.883522899
896	1.883481164
897	1.883444285
898	1.88339881
899	1.883349357
900	1.883297614
901	1.883251879
902	1.883204562
903	1.883157343
904	1.883113333
905	1.883059641
906	1.883022769
907	1.88297993
908	1.882936278
909	1.882891999
910	1.882848481
911	1.882804798
912	1.882758536
913	1.882715047
914	1.882665747
915	1.882619699
916	1.882579855
917	1.88253074
918	1.882488814
919	1.882444678
920	1.882402197
921	1.882356189
922	1.882314746
923	1.882264507
924	1.882223771
925	1.882183415
926	1.882137581
927	1.882092657
928	1.882049087
929	1.882005227
930	1.881966288
931	1.881914883
932	1.881872709
933	1.881824331
934	1.881777126
935	1.881739583
936	1.881687218
937	1.881646033
938	1.881605157
939	1.881550524
940	1.881520866
941	1.88147286
942	1.881441362
943	1.88139131
944	1.881340917
945	1.881289003
946	1.881240676
947	1.881199249
948	1.881150219
949	1.8811042
950	1.881061982
951	1.881020395
952	1.880976284
953	1.880935789
954	1.880891676
955	1.880851595
956	1.880818881
957	1.880767405
958	1.880737647
959	1.880696329
960	1.88065178
961	1.880603292
962	1.88056139
963	1.880514594
964	1.880461578
965	1.880406215
966	1.880365168
967	1.880315176
968	1.880265645
969	1.880208945
970	1.880168799
971	1.880121729
972	1.880082997
973	1.880051745
974	1.879999354
975	1.879957716
976	1.879911452
977	1.879873424
978	1.879841945
979	1.879804075
980	1.87976574
981	1.879716949
982	1.879682319
983	1.879635044
984	1.879590152
985	1.879543345
986	1.879500803
987	1.879462231
988	1.879429241
989	1.879400393
990	1.879369216
991	1.879335501
992	1.879297121
993	1.879254948
994	1.879209215
995	1.879165826
996	1.87910874
997	1.879073782
998	1.879031733
999	1.878990198
