iter	MultiClass
413	1.394872465
414	1.394020907
415	1.393037131
416	1.391834311
417	1.390770851
418	1.389665738
419	1.388759737
420	1.387939387
421	1.38687181
422	1.385640534
423	1.384672937
424	1.383792001
425	1.383003101
426	1.38225476
427	1.381195079
428	1.38032105
429	1.379247056
430	1.378681116
431	1.377827121
432	1.376845353
433	1.375936443
434	1.375092955
435	1.374048257
436	1.373029857
437	1.371919856
438	1.371216052
439	1.370169546
440	1.36929261
441	1.368481789
442	1.367435188
443	1.366499286
444	1.365062802
445	1.364225957
446	1.36342554
447	1.362192285
448	1.360827557
449	1.360042009
450	1.358880664
451	1.357978344
452	1.35695248
453	1.356177303
454	1.355443255
455	1.354725965
456	1.353588034
457	1.352401899
458	1.351597024
459	1.350722483
460	1.34964241
461	1.348824366
462	1.347996552
463	1.34701654
464	1.345884367
465	1.344657453
466	1.343780396
467	1.342749347
468	1.341827061
469	1.340955823
470	1.339863318
471	1.339015589
472	1.338205035
473	1.337635814
474	1.336759658
475	1.336004113
476	1.335339366
477	1.334573492
478	1.333936269
479	1.333150564
480	1.331878661
481	1.331043231
482	1.330157117
483	1.329350775
484	1.328217613
485	1.327234535
486	1.326286892
487	1.325313523
488	1.323964202
489	1.323319071
490	1.322403925
491	1.321214201
492	1.320402394
493	1.319245601
494	1.318020435
495	1.317138994
496	1.316097647
497	1.314857928
498	1.313894626
499	1.313107805
500	1.312173441
501	1.311413214
502	1.310558287
503	1.309460136
504	1.308849237
505	1.307857686
506	1.306861192
507	1.30607036
508	1.305350827
509	1.304253794
510	1.303172386
511	1.302048834
512	1.30074247
513	1.299980784
514	1.298995398
515	1.298257349
516	1.297099597
517	1.296568545
518	1.295790181
519	1.294800192
520	1.293892974
521	1.2930126
522	1.291999614
523	1.291070226
524	1.290213024
525	1.289600433
526	1.288745616
527	1.287498145
528	1.286875387
529	1.285857481
530	1.285000229
531	1.283934273
532	1.282994324
533	1.282082667
534	1.281381206
535	1.280382552
536	1.27939993
537	1.278429853
538	1.277580792
539	1.276817419
540	1.275820269
541	1.275048591
542	1.274207257
543	1.273571446
544	1.272899572
545	1.272098077
546	1.271488334
547	1.270364473
548	1.269377495
549	1.268557277
550	1.267725535
551	1.266695636
552	1.265716967
553	1.264858363
554	1.263943342
555	1.26288784
556	1.261849497
557	1.260642465
558	1.259800311
559	1.258729658
560	1.258078151
561	1.257198297
562	1.256755831
563	1.255638533
564	1.254991948
565	1.254237045
566	1.253428775
567	1.252679486
568	1.251889727
569	1.251194365
570	1.25008824
571	1.249420489
572	1.248629727
573	1.247900445
574	1.246701226
575	1.245829625
576	1.244884434
577	1.243778953
578	1.243233431
579	1.242472177
580	1.241621709
581	1.240893715
582	1.240056499
583	1.238993598
584	1.238273478
585	1.237497073
586	1.236551882
587	1.235849437
588	1.235130781
589	1.234126104
590	1.233211256
591	1.232274344
592	1.231429607
593	1.23090661
594	1.230242895
595	1.229242547
596	1.228190124
597	1.227478984
598	1.226739601
599	1.22573289
600	1.224752699
601	1.223803407
602	1.223113257
603	1.222454173
604	1.221771873
605	1.221113747
606	1.220206132
607	1.219339962
608	1.218539199
609	1.217429792
610	1.216374061
611	1.215632477
612	1.214747186
613	1.214048122
614	1.213088607
615	1.212372569
616	1.211898354
617	1.211155189
618	1.210222167
619	1.209551232
620	1.208732503
621	1.207915198
622	1.207191668
623	1.206365449
624	1.205438826
625	1.204408844
626	1.20361612
627	1.20265616
628	1.201710227
629	1.200566689
630	1.199722368
631	1.199010168
632	1.198268296
633	1.197401498
634	1.196643577
635	1.19581062
636	1.195111991
637	1.194376418
638	1.193149774
639	1.192452004
640	1.191832244
641	1.191249841
642	1.190294623
643	1.189523526
644	1.188534382
645	1.18765347
646	1.186666183
647	1.185412758
648	1.184819737
649	1.183955653
650	1.183154525
651	1.182455784
652	1.181668135
653	1.180558862
654	1.179766533
655	1.178983458
656	1.178328713
657	1.177582594
658	1.176677752
659	1.175839594
660	1.175217886
661	1.174322823
662	1.173671155
663	1.173205259
664	1.172410444
665	1.171772195
666	1.170910918
667	1.170248984
668	1.169352091
669	1.168559834
670	1.167793188
671	1.166885237
672	1.165958737
673	1.165066267
674	1.164101061
675	1.163158726
676	1.162241714
677	1.161145928
678	1.160013369
679	1.159180863
680	1.158180972
681	1.157485512
682	1.156534506
683	1.155471879
684	1.154687684
685	1.153642444
686	1.153000546
687	1.152351648
688	1.151423488
689	1.150457817
690	1.149786082
691	1.14905381
692	1.148039795
693	1.147353831
694	1.146717974
695	1.145866403
696	1.145293985
697	1.144491424
698	1.143912315
699	1.142901849
700	1.142225683
701	1.141496978
702	1.140508145
703	1.139830038
704	1.139129693
705	1.138420967
706	1.137472157
707	1.136783359
708	1.135918125
709	1.134929657
710	1.13444507
711	1.133682243
712	1.133065122
713	1.132443105
714	1.131743283
715	1.130967292
716	1.130243239
717	1.129392339
718	1.128718127
719	1.128036912
720	1.127424023
721	1.126260728
722	1.125235434
723	1.124127642
724	1.123450987
725	1.122570674
726	1.121625233
727	1.121021134
728	1.120253263
729	1.119491113
730	1.118577253
731	1.117707791
732	1.117225997
733	1.116353026
734	1.115677873
735	1.115012072
736	1.114342216
737	1.113577971
738	1.112636101
739	1.111857326
740	1.111015977
741	1.110328398
742	1.109497782
743	1.108908954
744	1.108147563
745	1.10744137
746	1.106702521
747	1.105817975
748	1.104908379
749	1.103857342
750	1.102900939
751	1.10221419
752	1.101621469
753	1.10067331
754	1.099703096
755	1.099155577
756	1.098340445
757	1.097654071
758	1.096990632
759	1.096345538
760	1.095517959
761	1.094640379
762	1.093785502
763	1.093032338
764	1.092336926
765	1.091638367
766	1.090633809
767	1.089925675
768	1.089104935
769	1.088113932
770	1.087348659
771	1.086373499
772	1.085646614
773	1.084700608
774	1.083968116
775	1.083049855
776	1.082255881
777	1.081347314
778	1.08074034
779	1.080037321
780	1.079335062
781	1.078707931
782	1.077658218
783	1.07686313
784	1.076044182
785	1.075304589
786	1.074403776
787	1.073889909
788	1.073035855
789	1.072037282
790	1.071478536
791	1.070841582
792	1.070144087
793	1.069509794
794	1.068786307
795	1.068231848
796	1.067682944
797	1.067132961
798	1.066397826
799	1.065386918
800	1.064566614
801	1.063871265
802	1.063082689
803	1.062454764
804	1.061514039
805	1.060890023
806	1.06037708
807	1.059571081
808	1.058887807
809	1.058160317
810	1.057542182
811	1.056860291
812	1.05612585
813	1.055351599
814	1.054776965
815	1.054055566
816	1.053445838
817	1.052928049
818	1.052200758
819	1.051526611
820	1.050934039
821	1.050058927
822	1.049299491
823	1.048487202
824	1.047628513
825	1.046946013
826	1.04599632
827	1.04511722
828	1.044569262
829	1.04392317
830	1.043154057
831	1.042302494
832	1.041394916
833	1.040613986
834	1.039781672
835	1.039200879
836	1.038425031
837	1.03793277
838	1.037188199
839	1.036645359
840	1.035987012
841	1.035282734
842	1.034414774
843	1.03371438
844	1.033021593
845	1.032364426
846	1.031780031
847	1.031208665
848	1.030605657
849	1.029799688
850	1.029353872
851	1.028805635
852	1.027942034
853	1.02730581
854	1.02670939
855	1.025885435
856	1.024991393
857	1.024174147
858	1.023494655
859	1.022890768
860	1.022443594
861	1.021989823
862	1.021118347
863	1.020584347
864	1.01977827
865	1.019159137
866	1.018299275
867	1.017741023
868	1.01718169
869	1.016496504
870	1.015770218
871	1.015336652
872	1.014485236
873	1.013640529
874	1.012729055
875	1.011919156
876	1.011132155
877	1.01061384
878	1.010028434
879	1.009126186
880	1.00851628
881	1.007956496
882	1.007129107
883	1.006454371
884	1.00599868
885	1.005366849
886	1.004643189
887	1.003909514
888	1.003027345
889	1.002240393
890	1.001399387
891	1.000837405
892	1.000293429
893	0.9994405476
894	0.9987056901
895	0.9979901078
896	0.9971636542
897	0.9965183426
898	0.995625596
899	0.9949704757
900	0.994394914
901	0.9936894432
902	0.9929745144
903	0.9922674174
904	0.9914032862
905	0.9907409904
906	0.9901464647
907	0.9892886871
908	0.9888232127
909	0.987897252
910	0.987171961
911	0.9864545591
912	0.9859081657
913	0.985430062
914	0.9847281479
915	0.98401038
916	0.9833244321
917	0.9825735487
918	0.9819040233
919	0.981336541
920	0.9805928063
921	0.9799426876
922	0.9792435278
923	0.9788885452
924	0.978230227
925	0.9775840705
926	0.9768893019
927	0.9760453118
928	0.9754777713
929	0.9747944803
930	0.974106296
931	0.9734164966
932	0.9726425597
933	0.9718792811
934	0.9714400559
935	0.97088293
936	0.9702191753
937	0.9692336042
938	0.9684575966
939	0.9677568022
940	0.9672122899
941	0.9665793941
942	0.9659198301
943	0.965199198
944	0.9645354167
945	0.9638871954
946	0.9631003238
947	0.9625455682
948	0.9621306182
949	0.9613056133
950	0.9604511368
951	0.9597883305
952	0.9592693688
953	0.9587393707
954	0.9581642106
955	0.9575933852
956	0.9569662342
957	0.9563066087
958	0.955827131
959	0.9550780884
960	0.9545079069
961	0.9538736414
962	0.9533902677
963	0.9526589622
964	0.9518314611
965	0.9513080227
966	0.9506046513
967	0.9501885274
968	0.949706434
969	0.9491044285
970	0.9484802171
971	0.9477648956
972	0.9471932344
973	0.9466099011
974	0.9460042421
975	0.9454454201
976	0.9447950163
977	0.9439987466
978	0.9433447628
979	0.9427268271
980	0.9421629036
981	0.941538431
982	0.9408304829
983	0.9400852431
984	0.9395753949
985	0.9388376762
986	0.9380510423
987	0.9375041547
988	0.9368912002
989	0.9362971411
990	0.9357515057
991	0.9351829188
992	0.9348061358
993	0.9341004341
994	0.933466302
995	0.9330018849
996	0.9324515563
997	0.9319278303
998	0.931300058
999	0.9307582022
